# Time-averaged data for fix 3
# TimeStep c_Q6
12450000 0.077336
12460000 0.0768534
12470000 0.0762892
12480000 0.076825
12490000 0.077108
12500000 0.0769608
12510000 0.0769444
12520000 0.0767071
12530000 0.0765079
12540000 0.0765164
12550000 0.0776387
12560000 0.0758529
12570000 0.0768934
12580000 0.0769078
12590000 0.0767168
12600000 0.0771995
12610000 0.0761948
12620000 0.076348
12630000 0.0769671
12640000 0.0758488
12650000 0.0767387
12660000 0.0773041
12670000 0.0750474
12680000 0.0759076
12690000 0.0764239
12700000 0.0762909
12710000 0.0770969
12720000 0.0756581
12730000 0.07649
12740000 0.0760676
12750000 0.0767523
12760000 0.0761798
12770000 0.0780059
12780000 0.0761167
12790000 0.0760347
12800000 0.0756402
12810000 0.0765178
12820000 0.0770157
12830000 0.0773512
12840000 0.075909
12850000 0.0767017
12860000 0.0766977
12870000 0.076256
12880000 0.0770407
12890000 0.0764802
12900000 0.0759341
12910000 0.0763102
12920000 0.0765617
12930000 0.0763124
12940000 0.0765738
12950000 0.0771755
12960000 0.0761472
12970000 0.0770557
12980000 0.0762052
12990000 0.0753613
13000000 0.0763921
13010000 0.0757145
13020000 0.0761155
13030000 0.0766996
13040000 0.0766275
13050000 0.0763286
13060000 0.0768816
13070000 0.0763547
13080000 0.0768516
13090000 0.0774245
13100000 0.0766724
13110000 0.0762785
13120000 0.0760537
13130000 0.0775277
13140000 0.0760685
13150000 0.0775202
13160000 0.0761393
13170000 0.077505
13180000 0.0752729
13190000 0.0763597
13200000 0.0774976
13210000 0.0761912
13220000 0.0760219
13230000 0.0771094
13240000 0.0764513
13250000 0.0768225
13260000 0.0757711
13270000 0.0762722
13280000 0.075158
13290000 0.0758509
13300000 0.0764986
13310000 0.0754878
13320000 0.076414
13330000 0.0760736
13340000 0.0768511
13350000 0.0756432
13360000 0.0756462
13370000 0.0768689
13380000 0.076989
13390000 0.0756708
13400000 0.0760487
13410000 0.0751074
13420000 0.0781775
13430000 0.0763461
13440000 0.0762183
13450000 0.076034
13460000 0.0761922
13470000 0.0768726
13480000 0.0760303
13490000 0.0756601
13500000 0.0757487
13510000 0.0762544
13520000 0.0768454
13530000 0.0768706
13540000 0.07769
13550000 0.0774986
13560000 0.0765063
13570000 0.0766435
13580000 0.0764839
13590000 0.0752705
13600000 0.0753534
13610000 0.0757565
13620000 0.0771254
13630000 0.0758045
13640000 0.0755749
13650000 0.0764655
13660000 0.077207
13670000 0.076966
13680000 0.0765635
13690000 0.0766517
13700000 0.0765593
13710000 0.0754162
13720000 0.0749515
13730000 0.0757096
13740000 0.0768466
13750000 0.0765276
13760000 0.0759366
13770000 0.0761142
13780000 0.076056
13790000 0.0763628
13800000 0.0764108
13810000 0.0757292
13820000 0.0759552
13830000 0.0758008
13840000 0.0768525
13850000 0.0762345
13860000 0.0764184
13870000 0.0767444
13880000 0.0751754
13890000 0.0758607
13900000 0.0758529
13910000 0.0769503
13920000 0.0768033
13930000 0.0768683
13940000 0.0760569
13950000 0.0771106
13960000 0.0764017
13970000 0.0778888
13980000 0.0766576
13990000 0.0768977
14000000 0.0768989
