# Time-averaged data for fix myfile
# TimeStep v_tot_pe v_tot_vol v_tot_density
12920000 -4.6341 1087.06 0.919909
12930000 -4.51349 1087.06 0.919914
12940000 -4.52311 1087.05 0.919918
12950000 -4.50752 1087.05 0.919923
12960000 -4.54149 1087.04 0.919927
12970000 -4.54287 1087.04 0.919932
12980000 -4.60406 1087.03 0.919936
12990000 -4.53186 1087.03 0.919941
13000000 -4.59173 1087.02 0.919946
13010000 -4.54274 1087.01 0.919951
13020000 -4.45946 1087.01 0.919956
13030000 -4.54943 1087 0.91996
13040000 -4.5452 1087 0.919964
13050000 -4.7157 1086.99 0.919968
13060000 -4.55676 1086.99 0.919972
13070000 -4.49681 1086.99 0.919976
13080000 -4.56548 1086.98 0.919979
13090000 -4.49363 1086.98 0.919983
13100000 -4.48761 1086.97 0.919987
13110000 -4.51324 1086.97 0.919991
13120000 -4.43243 1086.96 0.919995
13130000 -4.63081 1086.96 0.919998
13140000 -4.63047 1086.95 0.920002
13150000 -4.65211 1086.95 0.920006
13160000 -4.56909 1086.94 0.92001
13170000 -4.43422 1086.94 0.920013
13180000 -4.6304 1086.94 0.920017
13190000 -4.59991 1086.93 0.92002
13200000 -4.52004 1086.93 0.920023
13210000 -4.60207 1086.93 0.920026
13220000 -4.59124 1086.92 0.92003
13230000 -4.58226 1086.92 0.920033
13240000 -4.54733 1086.91 0.920036
13250000 -4.59657 1086.91 0.92004
13260000 -4.57728 1086.9 0.920044
13270000 -4.45765 1086.9 0.920047
13280000 -4.45844 1086.9 0.920051
13290000 -4.55596 1086.89 0.920054
13300000 -4.5994 1086.89 0.920058
13310000 -4.49611 1086.88 0.920061
13320000 -4.48669 1086.88 0.920064
13330000 -4.59783 1086.88 0.920067
13340000 -4.55283 1086.87 0.920071
13350000 -4.61279 1086.87 0.920074
13360000 -4.54635 1086.87 0.920077
13370000 -4.60275 1086.86 0.92008
13380000 -4.54412 1086.86 0.920082
13390000 -4.4134 1086.86 0.920085
13400000 -4.50366 1086.85 0.920087
13410000 -4.5501 1086.85 0.920089
13420000 -4.62044 1086.85 0.920091
13430000 -4.54608 1086.85 0.920093
13440000 -4.58891 1086.84 0.920096
13450000 -4.59075 1086.84 0.920098
13460000 -4.47295 1086.84 0.920099
13470000 -4.4381 1086.84 0.920101
13480000 -4.50746 1086.83 0.920103
13490000 -4.6425 1086.83 0.920105
13500000 -4.58357 1086.83 0.920106
13510000 -4.60277 1086.83 0.920108
13520000 -4.55277 1086.83 0.92011
13530000 -4.55295 1086.82 0.920112
13540000 -4.59559 1086.82 0.920114
13550000 -4.61727 1086.82 0.920117
13560000 -4.52648 1086.82 0.920119
13570000 -4.58855 1086.81 0.920121
13580000 -4.66397 1086.81 0.920122
13590000 -4.56276 1086.81 0.920124
13600000 -4.49007 1086.81 0.920126
13610000 -4.51981 1086.81 0.920128
13620000 -4.44079 1086.8 0.92013
13630000 -4.57166 1086.8 0.920132
13640000 -4.52148 1086.8 0.920134
13650000 -4.61504 1086.8 0.920135
13660000 -4.62655 1086.79 0.920137
13670000 -4.64249 1086.79 0.920138
13680000 -4.61387 1086.79 0.92014
13690000 -4.57202 1086.79 0.920142
13700000 -4.60903 1086.79 0.920144
13710000 -4.63508 1086.78 0.920146
13720000 -4.55541 1086.78 0.920148
13730000 -4.60317 1086.78 0.92015
13740000 -4.61574 1086.78 0.920152
13750000 -4.61232 1086.77 0.920155
13760000 -4.54441 1086.77 0.920157
13770000 -4.48589 1086.77 0.92016
13780000 -4.54554 1086.77 0.920162
13790000 -4.48023 1086.76 0.920164
13800000 -4.54151 1086.76 0.920167
13810000 -4.53668 1086.76 0.920169
13820000 -4.62586 1086.75 0.920171
13830000 -4.39198 1086.75 0.920174
13840000 -4.62897 1086.75 0.920176
13850000 -4.45498 1086.75 0.920178
13860000 -4.46041 1086.74 0.920181
13870000 -4.60555 1086.74 0.920183
13880000 -4.56411 1086.74 0.920186
13890000 -4.59853 1086.73 0.920189
13900000 -4.57863 1086.73 0.920191
13910000 -4.51365 1086.73 0.920194
13920000 -4.49292 1086.72 0.920197
13930000 -4.6365 1086.72 0.920199
13940000 -4.57046 1086.72 0.920202
13950000 -4.64129 1086.71 0.920205
13960000 -4.66579 1086.71 0.920207
13970000 -4.56114 1086.71 0.92021
13980000 -4.54322 1086.71 0.920212
13990000 -4.66413 1086.7 0.920215
14000000 -4.5691 1086.7 0.920217
