# Time-averaged data for fix observables
# TimeStep v_temperature v_pressure v_potential v_volume v_rho c_Q6
408000 1.01338 6.52515 -6.59909 3862.1 1.03571 0.444254
409000 0.993269 6.57936 -6.61176 3853.96 1.0379 0.444802
410000 0.996271 6.52074 -6.59091 3864.27 1.03513 0.443659
411000 0.99593 6.57945 -6.61224 3853.9 1.03791 0.444886
412000 1.00114 6.55331 -6.5941 3861.62 1.03584 0.444146
413000 0.996554 6.45833 -6.61418 3860.44 1.03616 0.444553
414000 1.00633 6.54642 -6.59993 3860.47 1.03615 0.443988
415000 1.00435 6.49347 -6.59925 3863.81 1.03526 0.444177
416000 0.993992 6.45203 -6.60938 3862.12 1.0357 0.444401
417000 1.00126 6.45041 -6.6181 3860.04 1.03627 0.444947
418000 1.00155 6.51128 -6.60369 3861.06 1.03598 0.444358
419000 1.00148 6.46426 -6.5972 3865.59 1.03477 0.443907
420000 1.00051 6.44982 -6.59903 3865.8 1.03472 0.443966
421000 0.99819 6.47827 -6.60882 3860.92 1.03603 0.444569
422000 1.00493 6.44489 -6.60538 3864.54 1.03505 0.444217
423000 1.00354 6.47143 -6.58887 3868.3 1.03405 0.44365
424000 0.997941 6.40875 -6.6033 3867.02 1.0344 0.443998
425000 0.99609 6.47746 -6.5922 3865.95 1.03468 0.443804
426000 0.995312 6.48397 -6.60333 3862.39 1.03565 0.444257
427000 0.992933 6.413 -6.60409 3865.82 1.03472 0.444263
428000 0.998678 6.37568 -6.59583 3870.86 1.03337 0.443669
429000 0.999328 6.39176 -6.61881 3862.85 1.03551 0.444523
430000 0.993481 6.40342 -6.60456 3866.42 1.03455 0.44387
431000 0.998398 6.42617 -6.5914 3869.54 1.03372 0.443415
432000 0.996076 6.38688 -6.60464 3867.67 1.03422 0.443935
433000 1.00873 6.38502 -6.58633 3874.13 1.03249 0.443416
434000 1.00313 6.30679 -6.60726 3871.64 1.03316 0.443874
435000 0.987566 6.38829 -6.61056 3865.05 1.03492 0.444663
436000 1.00171 6.38548 -6.58908 3872.79 1.03285 0.443561
437000 1.00122 6.37445 -6.59941 3870.22 1.03353 0.443825
438000 1.00505 6.3062 -6.58907 3877.66 1.03155 0.443199
439000 0.999555 6.35352 -6.57776 3878.15 1.03142 0.442697
440000 1.00198 6.33467 -6.60858 3869.86 1.03363 0.444215
441000 0.992108 6.37169 -6.59681 3870.53 1.03345 0.443719
442000 1.00219 6.28783 -6.59215 3877.53 1.03159 0.443415
443000 0.997906 6.32897 -6.58288 3877.66 1.03155 0.443006
444000 1.00089 6.31397 -6.60011 3873.41 1.03268 0.443872
445000 1.00385 6.30014 -6.58398 3879.58 1.03105 0.443132
446000 0.999686 6.27309 -6.60106 3875.21 1.0322 0.443385
447000 1.00074 6.24724 -6.60967 3874.44 1.03241 0.443762
448000 1.00325 6.27181 -6.59485 3878.01 1.03146 0.443441
449000 1.00491 6.2378 -6.59059 3881.44 1.03055 0.442981
450000 1.0086 6.24575 -6.59911 3878.1 1.03143 0.443611
451000 1.00239 6.22884 -6.60119 3878.35 1.03138 0.443296
452000 0.998973 6.20869 -6.59087 3882.46 1.03028 0.44362
453000 0.995194 6.28921 -6.60536 3872.53 1.03292 0.443871
454000 1.00546 6.19338 -6.58178 3886.59 1.02918 0.442542
455000 0.984476 6.26112 -6.5985 3875.88 1.03203 0.44358
456000 0.998977 6.23923 -6.58672 3881.76 1.03046 0.443321
457000 0.997008 6.19184 -6.59904 3880.4 1.03083 0.44339
458000 1.00339 6.20875 -6.58725 3883.87 1.0299 0.443117
459000 1.00382 6.16906 -6.58845 3885.73 1.02941 0.442789
460000 1.00263 6.20012 -6.59579 3881.56 1.03052 0.443375
461000 0.99712 6.21357 -6.58292 3884.62 1.02971 0.44263
462000 0.998233 6.14604 -6.60186 3882.6 1.03025 0.443103
463000 0.995154 6.1718 -6.58744 3885.32 1.02952 0.442605
464000 1.00919 6.13406 -6.58854 3888.23 1.02875 0.442504
465000 1.00582 6.11465 -6.60206 3884.84 1.02965 0.44337
466000 0.997729 6.13317 -6.59249 3886.22 1.02928 0.442893
467000 1.00005 6.15656 -6.58942 3885.95 1.02936 0.443012
468000 0.996575 6.14825 -6.60713 3880.97 1.03068 0.443577
469000 0.997435 6.10319 -6.59024 3888.81 1.0286 0.442891
470000 0.998148 6.07953 -6.59278 3889.57 1.0284 0.443165
471000 1.00379 6.16869 -6.58853 3885.82 1.02939 0.442786
472000 1.00271 6.10564 -6.5768 3893.23 1.02743 0.44255
473000 0.994082 6.06907 -6.58984 3890.99 1.02802 0.442786
474000 1.00145 6.1204 -6.58677 3889.29 1.02847 0.442743
475000 0.997452 6.11493 -6.58683 3889.42 1.02844 0.442788
476000 1.00363 6.02291 -6.58566 3895.52 1.02682 0.44188
477000 0.992151 6.11546 -6.60424 3883.27 1.03006 0.443193
478000 1.00235 6.01675 -6.57665 3898.74 1.02597 0.442306
479000 0.99927 6.06272 -6.59776 3889.12 1.02851 0.443105
480000 1.01089 6.07073 -6.58171 3894.42 1.02712 0.44214
481000 0.995053 5.99246 -6.59008 3895.6 1.02681 0.442785
482000 1.00382 6.01454 -6.59363 3893.38 1.02739 0.442747
483000 1.00664 6.03237 -6.5888 3894.29 1.02715 0.442682
484000 0.998219 5.98219 -6.5858 3897.6 1.02627 0.442355
485000 0.998041 5.98362 -6.60034 3892.66 1.02758 0.44289
486000 0.99739 6.00324 -6.59745 3892.64 1.02759 0.443202
487000 1.00615 5.97236 -6.58964 3897.56 1.02629 0.442684
488000 1.00834 5.94882 -6.59386 3897.55 1.02629 0.442607
489000 1.01197 5.92657 -6.59134 3899.79 1.0257 0.44225
490000 0.99743 5.95388 -6.57996 3900.97 1.02539 0.441815
491000 0.994432 5.94626 -6.61492 3889.98 1.02828 0.443808
492000 0.995607 5.96366 -6.58766 3897.65 1.02626 0.44252
493000 1.01283 5.90486 -6.58939 3901.92 1.02514 0.442342
494000 0.998703 5.96221 -6.58763 3898.13 1.02613 0.442619
495000 1.00752 5.93385 -6.57469 3904.88 1.02437 0.442097
496000 0.999462 5.90298 -6.58005 3904.27 1.02452 0.442031
497000 0.989567 5.94676 -6.60906 3891.48 1.02789 0.443518
498000 1.0073 5.87132 -6.58192 3905.92 1.02409 0.442282
499000 1.00088 5.90901 -6.58325 3902.91 1.02488 0.442176
500000 0.998672 5.95479 -6.57695 3901.91 1.02514 0.441935
501000 1.00093 5.83159 -6.58593 3906.73 1.02388 0.441967
502000 0.993816 5.90287 -6.60158 3897.08 1.02641 0.442932
503000 0.998144 5.88698 -6.5815 3904.72 1.0244 0.441937
504000 1.00526 5.86954 -6.57452 3908.46 1.02343 0.44163
505000 1.00054 5.88379 -6.58201 3904.81 1.02438 0.442176
506000 0.993634 5.87496 -6.58825 3903.14 1.02483 0.442395
507000 1.00481 5.82923 -6.57974 3909.23 1.02322 0.442026
508000 1.01314 5.82139 -6.55718 3917.59 1.02104 0.441006
509000 0.999141 5.87338 -6.58195 3905.61 1.02417 0.441784
510000 1.00662 5.88324 -6.56845 3909.74 1.02309 0.441162
511000 0.999704 5.76834 -6.58776 3910.17 1.02299 0.442387
512000 0.997621 5.77502 -6.59059 3908.57 1.0234 0.441852
513000 1.00772 5.85394 -6.57561 3909.2 1.02323 0.441743
514000 1.00012 5.77827 -6.58683 3910 1.02303 0.442276
515000 0.996129 5.75778 -6.58967 3909.7 1.0231 0.44178
516000 1.00453 5.81999 -6.56355 3914.79 1.02177 0.441289
517000 0.991269 5.80943 -6.58077 3909.09 1.02326 0.441837
518000 1.0028 5.71416 -6.57956 3915.79 1.02151 0.441853
519000 0.992593 5.81629 -6.59442 3904.32 1.02452 0.442655
520000 0.998739 5.76356 -6.58128 3912.28 1.02243 0.44175
521000 0.997967 5.75753 -6.56442 3918.37 1.02084 0.440944
522000 1.00349 5.71941 -6.58419 3914.36 1.02188 0.441192
523000 1.00227 5.74877 -6.57549 3915.2 1.02166 0.441298
524000 0.999826 5.73016 -6.58152 3913.9 1.022 0.441738
525000 1.0015 5.73962 -6.55532 3922.49 1.01976 0.440513
526000 0.997401 5.76381 -6.58673 3910.36 1.02292 0.441841
527000 1.00771 5.65677 -6.56379 3925.34 1.01902 0.440755
528000 0.996165 5.70636 -6.57978 3916.01 1.02145 0.441406
529000 0.989592 5.75393 -6.57124 3915.58 1.02156 0.441368
530000 0.997754 5.7149 -6.57362 3917.77 1.02101 0.441346
531000 0.99499 5.73489 -6.56295 3919.66 1.0205 0.440555
532000 0.991291 5.6199 -6.58054 3920.7 1.02023 0.441023
533000 0.998724 5.70119 -6.57433 3918.33 1.02086 0.441419
534000 1.00073 5.74329 -6.56163 3919.91 1.02044 0.440979
535000 1.0004 5.62856 -6.57924 3921.41 1.02005 0.441239
536000 1.00821 5.60574 -6.5635 3928.33 1.01825 0.44058
537000 0.994301 5.68827 -6.57522 3918.33 1.02084 0.441355
538000 1.00543 5.63532 -6.55283 3929.66 1.0179 0.440067
539000 0.987916 5.63886 -6.57014 3922.91 1.01965 0.441159
540000 1.00454 5.6453 -6.56813 3924.3 1.0193 0.440818
541000 0.998041 5.63284 -6.5717 3923.23 1.01957 0.440735
542000 0.998308 5.5715 -6.57356 3926.48 1.01873 0.440973
543000 1.00394 5.62217 -6.56207 3927.46 1.01847 0.4404
544000 1.00671 5.58834 -6.57805 3924.28 1.0193 0.441196
545000 0.993023 5.5138 -6.58682 3925.33 1.01904 0.441483
546000 0.999624 5.58868 -6.56715 3927.78 1.01839 0.440667
547000 1.00057 5.61323 -6.5736 3923.94 1.01939 0.441428
548000 1.00478 5.52929 -6.55714 3935.15 1.01648 0.440305
549000 0.997243 5.53428 -6.57789 3927.23 1.01853 0.440763
550000 1.00358 5.58533 -6.55544 3932.25 1.01723 0.44029
551000 1.00484 5.55441 -6.56731 3930.06 1.0178 0.440629
552000 0.997891 5.51752 -6.55643 3935.64 1.01636 0.440293
553000 0.996963 5.51277 -6.57027 3931.38 1.01746 0.440905
554000 1.01108 5.5151 -6.55822 3935.8 1.01633 0.440367
555000 1.00497 5.54573 -6.56108 3932.75 1.0171 0.440244
556000 0.998929 5.51967 -6.56281 3933.37 1.01695 0.440228
557000 0.998787 5.48584 -6.55277 3938.56 1.0156 0.43981
558000 1.00325 5.5007 -6.55961 3935.96 1.01628 0.440339
559000 0.999529 5.48593 -6.57246 3932.64 1.01713 0.440616
560000 0.999165 5.47967 -6.56464 3935.25 1.01645 0.440448
561000 1.00155 5.48629 -6.55889 3936.78 1.01606 0.440168
562000 0.993576 5.4914 -6.56455 3933.87 1.01682 0.440594
563000 1.00134 5.44534 -6.55482 3940.47 1.01511 0.439837
564000 1.0037 5.45075 -6.53579 3946.77 1.01349 0.439113
565000 1.00245 5.49541 -6.55763 3936.77 1.01607 0.440172
566000 1.0015 5.45983 -6.55552 3939.58 1.01534 0.440112
567000 0.993863 5.41124 -6.56561 3938.73 1.01556 0.440541
568000 1.00836 5.43151 -6.54321 3945.94 1.0137 0.439462
569000 0.999457 5.45005 -6.56355 3937.18 1.01596 0.440308
570000 0.990372 5.48266 -6.55914 3936.18 1.01622 0.440228
571000 1.00255 5.36619 -6.54837 3948.15 1.01314 0.439113
572000 1.00148 5.34917 -6.56507 3943.4 1.01435 0.43992
573000 1.00298 5.41235 -6.54625 3945.73 1.01376 0.439089
574000 1.00397 5.4013 -6.55855 3942.64 1.01455 0.440151
575000 1.0061 5.38527 -6.54271 3948.84 1.01296 0.439118
576000 1.00096 5.34871 -6.54694 3949.38 1.01282 0.439355
577000 0.996316 5.39131 -6.55985 3942.37 1.01462 0.439963
578000 1.00815 5.34414 -6.53872 3952.95 1.01191 0.4387
579000 1.00298 5.33932 -6.56019 3945.4 1.01384 0.439824
580000 1.00067 5.3484 -6.55004 3948.35 1.01309 0.439317
581000 0.99393 5.34291 -6.5666 3943.02 1.01445 0.440506
582000 0.996428 5.36151 -6.55978 3943.98 1.01421 0.440252
583000 1.00194 5.32722 -6.54072 3953.03 1.01189 0.439131
584000 1.00052 5.31406 -6.54838 3951.23 1.01234 0.439425
585000 0.997929 5.30692 -6.55639 3948.87 1.01296 0.439256
586000 0.996028 5.34973 -6.53725 3952.47 1.01203 0.438825
587000 0.997557 5.30307 -6.55137 3950.58 1.01251 0.439492
588000 1.00372 5.28232 -6.56322 3948.24 1.01312 0.439595
589000 1.00142 5.25604 -6.54912 3954.62 1.01148 0.439163
590000 0.993015 5.26216 -6.55111 3953.27 1.01183 0.439396
591000 1.0049 5.29513 -6.54874 3952.05 1.01214 0.439332
592000 1.00535 5.24882 -6.54678 3956.29 1.01105 0.439037
593000 0.999696 5.23714 -6.55232 3954.84 1.01142 0.439178
594000 0.995141 5.25896 -6.54425 3955.53 1.01124 0.439021
595000 1.0097 5.21163 -6.54365 3959.88 1.01014 0.438712
596000 0.998428 5.25698 -6.55289 3953.19 1.01184 0.439723
597000 1.0018 5.19924 -6.54645 3959.1 1.01033 0.438715
598000 1.00243 5.21154 -6.53361 3962.9 1.00937 0.438569
599000 0.991612 5.25943 -6.56213 3949.48 1.01279 0.440134
600000 0.999402 5.18771 -6.54095 3961.65 1.00968 0.438945
601000 1.00991 5.1474 -6.53848 3965.75 1.00864 0.438661
602000 1.00365 5.21585 -6.54778 3957.77 1.01067 0.439349
603000 1.00438 5.17137 -6.54463 3961.48 1.00973 0.438917
604000 0.994046 5.14794 -6.55707 3958.41 1.01051 0.439511
605000 1.0031 5.17812 -6.54442 3961.34 1.00976 0.438927
606000 1.00184 5.16746 -6.54754 3961.06 1.00983 0.439004
607000 0.994968 5.17218 -6.54414 3961.52 1.00971 0.438753
608000 0.995038 5.11948 -6.53341 3968.17 1.00803 0.438109
609000 1.00893 5.1316 -6.53647 3967.45 1.00822 0.438317
610000 1.00004 5.20265 -6.54005 3961.46 1.00973 0.4391
611000 0.993065 5.17457 -6.5461 3960.38 1.01001 0.438978
612000 0.99991 5.06612 -6.53783 3970.9 1.00734 0.438227
613000 0.993931 5.12621 -6.53667 3966.92 1.00834 0.438904
614000 0.996691 5.11959 -6.55443 3961.2 1.0098 0.439052
615000 1.00527 5.08386 -6.55556 3963.38 1.00924 0.439172
616000 1.00619 5.04631 -6.52486 3976.66 1.00587 0.437653
617000 1.00023 5.11084 -6.52666 3971.76 1.00711 0.438163
618000 1.00536 5.06908 -6.5404 3969.95 1.00757 0.438133
619000 0.999965 5.02768 -6.53818 3972.78 1.00685 0.438523
620000 0.991927 5.07228 -6.54749 3966.16 1.00854 0.438971
621000 0.999057 5.0917 -6.53528 3969.74 1.00762 0.438108
622000 1.00517 5.04739 -6.53007 3974.65 1.00638 0.437455
623000 0.995771 5.00224 -6.54469 3971.86 1.00709 0.438612
624000 0.993605 5.01265 -6.53684 3974.07 1.00653 0.437657
625000 1.00479 5.07585 -6.53429 3971.41 1.00721 0.438317
626000 1.00156 5.01592 -6.53941 3973.44 1.00669 0.438155
627000 0.993071 5.0517 -6.53373 3972.47 1.00693 0.438083
628000 1.00347 4.97722 -6.5255 3980.79 1.00483 0.43761
629000 1.00143 5.01939 -6.53721 3973.54 1.00666 0.438416
630000 1.00115 5.04053 -6.53411 3973.38 1.00671 0.438244
631000 1.00653 4.94963 -6.50862 3988.66 1.00285 0.436503
632000 0.994009 4.96984 -6.53906 3975.95 1.00605 0.438203
633000 0.996864 4.98063 -6.52494 3980.21 1.00497 0.437605
634000 0.99391 4.98378 -6.53836 3975.49 1.00617 0.43838
635000 0.995119 5.01095 -6.53439 3975.02 1.00629 0.437796
636000 1.00541 4.89246 -6.53617 3982.88 1.0043 0.437446
637000 0.995179 4.92814 -6.53285 3980.72 1.00485 0.437957
638000 1.00294 4.96689 -6.51153 3986.33 1.00343 0.437103
639000 0.993175 4.95425 -6.54309 3975.5 1.00616 0.438359
640000 1.01226 4.84116 -6.518 3992.75 1.00182 0.436918
641000 1.00294 4.9137 -6.54874 3976.94 1.0058 0.438229
642000 0.997841 4.97182 -6.51299 3984.79 1.00382 0.437041
643000 1.00753 4.87033 -6.53276 3985.83 1.00357 0.437453
644000 1.00993 4.83423 -6.51364 3994.92 1.00128 0.437053
645000 1.00102 4.86236 -6.53093 3986.22 1.00346 0.437586
646000 1.0032 4.89077 -6.51504 3989.92 1.00253 0.436735
647000 0.995856 4.90427 -6.53376 3982.01 1.00452 0.437582
648000 0.997138 4.86183 -6.51627 3991.06 1.00224 0.436831
649000 1.00486 4.85561 -6.51574 3992.36 1.00192 0.436824
650000 1.00913 4.85009 -6.51787 3991.82 1.00205 0.436821
651000 0.994066 4.84673 -6.52857 3987.56 1.00312 0.437311
652000 1.00471 4.81503 -6.5088 3997.23 1.00069 0.436189
653000 0.994344 4.88279 -6.53807 3982.04 1.00451 0.437913
654000 0.99758 4.83779 -6.4994 3998.78 1.00031 0.43615
655000 1.00249 4.81841 -6.52633 3990.69 1.00233 0.437828
656000 1.00354 4.83646 -6.50895 3995.89 1.00104 0.436844
657000 0.999377 4.77533 -6.5285 3992.67 1.00184 0.437351
658000 0.997214 4.80614 -6.52304 3992.55 1.00188 0.43692
659000 1.00666 4.73463 -6.51862 3999.08 1.00024 0.436522
660000 0.997426 4.77731 -6.5222 3994.28 1.00144 0.437001
661000 1.0076 4.77872 -6.5052 4001.26 0.999703 0.436367
662000 0.998007 4.79655 -6.51444 3995.98 1.00101 0.436328
663000 0.996959 4.78108 -6.51044 3998.51 1.00038 0.43654
664000 1.00344 4.71722 -6.51221 4002.59 0.999357 0.436924
665000 0.997755 4.76379 -6.52085 3996.08 1.00099 0.437053
666000 0.995179 4.73784 -6.52601 3995.77 1.00106 0.436978
667000 0.999172 4.73583 -6.50827 4002.1 0.999482 0.436056
668000 0.99658 4.76285 -6.51425 3998.41 1.0004 0.436751
669000 1.00541 4.72509 -6.50081 4006.27 0.998442 0.436302
670000 1.00003 4.68289 -6.50584 4006.55 0.998369 0.436457
671000 0.99859 4.74355 -6.52035 3997.65 1.00059 0.43697
672000 1.0006 4.73436 -6.49441 4007.48 0.998135 0.435742
673000 0.992673 4.6595 -6.52187 4002.32 0.999426 0.436376
674000 1.00544 4.66914 -6.51169 4005.95 0.998525 0.436245
675000 1.00537 4.67352 -6.50949 4006.69 0.998332 0.436661
676000 0.99219 4.64103 -6.52691 4001.57 0.999618 0.437237
677000 1.00115 4.65603 -6.50389 4009.31 0.997683 0.436261
678000 1.00401 4.66924 -6.50706 4007.61 0.998104 0.435894
679000 0.99959 4.72019 -6.50362 4005.06 0.998739 0.436163
680000 1.00053 4.59958 -6.50136 4014.02 0.996516 0.435788
681000 0.987854 4.64855 -6.50128 4009.86 0.997544 0.435643
682000 1.00355 4.6645 -6.49663 4011.57 0.997134 0.435812
683000 1.01072 4.6053 -6.50666 4012.05 0.997001 0.43603
684000 0.998623 4.58981 -6.51372 4010.4 0.997408 0.436391
685000 1.00269 4.55577 -6.52127 4010.07 0.997492 0.436506
686000 1.00754 4.63157 -6.48724 4017.48 0.995653 0.434696
687000 1.00181 4.59089 -6.49879 4015.72 0.996095 0.435555
688000 0.99947 4.56207 -6.50449 4015.33 0.996182 0.435707
689000 0.992933 4.59974 -6.5015 4013.37 0.996668 0.435855
690000 1.00287 4.61551 -6.48227 4019.85 0.995067 0.434912
691000 1.00528 4.53136 -6.51207 4014.72 0.996335 0.436127
692000 0.992959 4.54657 -6.50158 4017.24 0.995716 0.435371
693000 1.00663 4.58555 -6.48111 4022.81 0.994333 0.434994
694000 0.994704 4.55553 -6.51447 4012.01 0.997007 0.436271
695000 1.00601 4.49765 -6.48041 4028.78 0.99286 0.434983
696000 0.996294 4.55338 -6.50509 4015.85 0.996059 0.435701
697000 1.00009 4.56938 -6.49885 4017.18 0.995726 0.435526
698000 1.0059 4.53081 -6.48982 4023.33 0.994205 0.434918
699000 0.997332 4.47553 -6.49426 4024.95 0.993814 0.435254
700000 1.00218 4.4637 -6.50284 4022.83 0.994329 0.435409
701000 1.00086 4.5403 -6.49187 4021.75 0.994592 0.435383
702000 0.996047 4.50572 -6.48653 4025.37 0.993705 0.434874
703000 1.00045 4.45416 -6.50415 4022.83 0.994328 0.436106
704000 1.00161 4.47182 -6.49899 4023.56 0.994146 0.435236
705000 1.00663 4.45054 -6.47564 4033.62 0.991668 0.434241
706000 1.00221 4.46838 -6.49159 4026.45 0.993436 0.434901
707000 0.9972 4.46104 -6.50526 4022.05 0.99453 0.435859
708000 1.00337 4.37871 -6.49353 4032.13 0.992031 0.435153
709000 1.00136 4.4006 -6.51016 4024.28 0.993972 0.435825
710000 0.995381 4.4776 -6.49721 4023.24 0.994227 0.435317
711000 1.00326 4.37725 -6.49405 4031.92 0.992085 0.434752
712000 0.993326 4.40136 -6.50128 4026.63 0.993389 0.435459
713000 0.997797 4.37263 -6.48638 4034.17 0.991532 0.434675
714000 0.994005 4.42316 -6.5001 4025.78 0.993614 0.435819
715000 1.00078 4.42659 -6.48846 4030.17 0.992513 0.435308
716000 1.00752 4.35209 -6.4682 4043.53 0.989237 0.434083
717000 0.994756 4.44511 -6.48962 4028.34 0.992967 0.434736
718000 0.997149 4.37637 -6.48652 4033.92 0.991594 0.434478
719000 0.995784 4.35834 -6.47358 4040.12 0.99007 0.434163
720000 0.992693 4.41578 -6.48772 4030.82 0.992355 0.434745
721000 1.00014 4.38126 -6.47674 4037.3 0.990768 0.43385
722000 0.99093 4.35727 -6.4844 4036.01 0.991078 0.434449
723000 0.997063 4.31054 -6.4718 4043.98 0.989127 0.433641
724000 0.99427 4.36788 -6.49039 4033.51 0.991698 0.434567
725000 1.00214 4.38902 -6.47786 4037.3 0.990763 0.434148
726000 1.00712 4.31398 -6.46193 4048.24 0.988092 0.433299
727000 0.997166 4.28191 -6.47575 4044.94 0.988898 0.433771
728000 0.998013 4.28236 -6.47926 4043.26 0.989302 0.433816
729000 1.00285 4.32426 -6.48006 4040.72 0.989927 0.434584
730000 0.996504 4.31435 -6.48288 4039.97 0.990111 0.434191
731000 1.00465 4.24309 -6.46504 4051.26 0.987347 0.433451
732000 0.996726 4.29177 -6.47905 4042.91 0.989388 0.434687
733000 0.997591 4.28173 -6.48796 4040.38 0.99001 0.434357
734000 1.00236 4.28654 -6.45208 4053.85 0.986724 0.432766
735000 1.00398 4.2531 -6.47945 4045.58 0.988737 0.434173
736000 1.01449 4.1938 -6.44349 4064.24 0.984196 0.43219
737000 0.997861 4.27821 -6.48007 4043.34 0.989283 0.434294
738000 0.998443 4.22357 -6.47019 4050.84 0.987454 0.433458
739000 1.00096 4.2134 -6.46228 4054.77 0.986498 0.433042
740000 0.998557 4.24405 -6.47766 4046.59 0.988487 0.433778
741000 0.999644 4.2105 -6.46203 4054.79 0.986489 0.432952
742000 0.990361 4.23834 -6.47981 4046.24 0.988582 0.434049
743000 1.00142 4.21529 -6.45343 4058.21 0.98566 0.432729
744000 1.00245 4.151 -6.45825 4060.34 0.985142 0.432739
745000 0.996087 4.19864 -6.49527 4042.97 0.989377 0.434928
746000 1.0078 4.17262 -6.45048 4062.09 0.984718 0.432053
747000 0.996217 4.17735 -6.46591 4055.51 0.986316 0.433034
748000 1.00845 4.118 -6.46914 4059.28 0.9854 0.433503
749000 0.995905 4.17367 -6.47899 4050.95 0.987426 0.433768
750000 1.00147 4.12036 -6.45822 4062.26 0.984674 0.432647
751000 0.996423 4.14896 -6.46497 4057.81 0.985766 0.433055
752000 0.999873 4.19981 -6.45225 4059.32 0.985387 0.432611
753000 0.993144 4.20935 -6.45295 4058.01 0.985709 0.432436
754000 0.995125 4.10105 -6.4644 4061.46 0.984876 0.432858
755000 1.00288 4.08822 -6.45112 4067.46 0.983418 0.43244
756000 1.004 4.10304 -6.45275 4066.31 0.983697 0.432236
757000 1.00023 4.16511 -6.44876 4062.99 0.984504 0.431976
758000 0.999656 4.09473 -6.46434 4061.83 0.984782 0.433243
759000 1.00128 4.02547 -6.46171 4068.03 0.983278 0.432744
760000 0.995701 4.09012 -6.45394 4066.19 0.983725 0.432484
761000 1.00155 4.11665 -6.43844 4070.33 0.982727 0.43131
762000 1.00124 4.07917 -6.46406 4063.7 0.984325 0.432742
763000 1.00817 4.03103 -6.42837 4080.63 0.980241 0.431336
764000 1.00224 4.05825 -6.46774 4063.06 0.984481 0.432986
765000 1.00468 4.03772 -6.42929 4079.67 0.980473 0.431316
766000 0.997884 3.99086 -6.4573 4071.87 0.982351 0.432182
767000 1.00475 4.00208 -6.45407 4072.48 0.982217 0.432153
768000 1.00459 4.06611 -6.44368 4071.96 0.982332 0.43207
769000 0.998548 4.0445 -6.45252 4070.14 0.982771 0.432086
770000 0.992045 4.00882 -6.46503 4067.37 0.983455 0.432968
771000 1.00046 3.96318 -6.43843 4081.05 0.980144 0.431324
772000 1.00987 3.94661 -6.42999 4085.8 0.979012 0.431065
773000 0.993752 4.04649 -6.45785 4067.76 0.983349 0.432994
774000 1.00455 4.00559 -6.43429 4080.25 0.980334 0.430999
775000 0.99921 3.96972 -6.44911 4076.57 0.981224 0.431918
776000 1.00131 3.91664 -6.44785 4081.27 0.980088 0.431624
777000 1.00791 3.94189 -6.45695 4076.21 0.981307 0.432268
778000 1.00661 3.93881 -6.44326 4081.54 0.980027 0.431331
779000 0.99122 3.95801 -6.4423 4078.99 0.98064 0.431824
780000 1.00857 3.93476 -6.42186 4090.04 0.977989 0.430349
781000 0.987336 3.99967 -6.46193 4068.8 0.983098 0.433097
782000 0.999487 3.90732 -6.43312 4087.39 0.978634 0.431018
783000 0.99702 3.90288 -6.44001 4084.56 0.979297 0.43149
784000 0.990615 3.94017 -6.43465 4083.43 0.979581 0.431137
785000 1.00295 3.92963 -6.42033 4090.47 0.977885 0.430483
786000 0.999877 3.93307 -6.42441 4088.7 0.978306 0.430851
787000 0.993976 3.89316 -6.45096 4080.96 0.980172 0.432307
788000 0.996863 3.82792 -6.44731 4087.03 0.97871 0.431438
789000 1.00332 3.89328 -6.41653 4094.5 0.976922 0.430169
790000 0.991589 3.932 -6.44344 4081.03 0.980145 0.431524
791000 1.0105 3.81232 -6.40982 4103.52 0.974774 0.429972
792000 0.996162 3.89363 -6.43593 4086.66 0.978799 0.431092
793000 1.00323 3.83196 -6.4229 4097.19 0.976285 0.430286
794000 0.995092 3.84483 -6.43014 4092.24 0.977466 0.430831
795000 1.00044 3.85076 -6.43762 4089.65 0.978081 0.431147
796000 1.01018 3.76224 -6.41237 4106.75 0.974013 0.429411
797000 0.996485 3.84393 -6.43796 4089.37 0.97815 0.431392
798000 0.991044 3.83209 -6.42851 4093.56 0.977145 0.431071
799000 1.0075 3.82938 -6.40619 4103.79 0.974727 0.429362
800000 0.995931 3.8523 -6.40825 4100.06 0.975604 0.429966
801000 0.993815 3.78619 -6.42077 4100.23 0.975562 0.430381
802000 1.0038 3.81422 -6.41634 4100.43 0.975509 0.430316
803000 0.995919 3.81657 -6.41715 4099.7 0.975683 0.430141
804000 0.990177 3.76663 -6.44645 4091.71 0.977604 0.432167
805000 0.994077 3.74578 -6.41694 4104.5 0.974543 0.429942
806000 1.00457 3.69277 -6.42718 4105.44 0.974322 0.430508
807000 1.01118 3.73875 -6.41397 4107.56 0.973829 0.429855
808000 1.00502 3.74649 -6.42871 4100.87 0.975404 0.43029
809000 1.00988 3.67128 -6.40642 4115.19 0.972009 0.42918
810000 0.988116 3.75427 -6.4246 4100.37 0.975522 0.430419
811000 0.999699 3.78281 -6.40112 4108.53 0.973595 0.429549
812000 0.996902 3.70606 -6.41857 4107.09 0.973932 0.43008
813000 0.996035 3.69567 -6.42435 4105.51 0.974306 0.430341
814000 1.00169 3.71556 -6.40485 4112.07 0.972747 0.429172
815000 0.996495 3.73688 -6.41633 4105.92 0.974204 0.429576
816000 1.01215 3.6627 -6.37326 4129.13 0.968727 0.427352
817000 1.00139 3.68302 -6.42341 4107.12 0.973926 0.430018
